序号,区域,项目名称,站点名称,产品型号,设备类型,设备id,最新上报时间,状态,厂商信息,站点编号,经纬度,施工队,产品内部型号,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN2-柳州市三江程阳风景区停车场负二层2,ZC_Repeat03,平层,866094058465044,2025-12-08 23:59:01,002323,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000243,135.51588,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN2-柳州市三江程阳风景区停车场负二层1,ZC_Repeat03,平层,866094052819782,2025-06-15 03:22:49,333333,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000242,135.51588,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN1-南宁市西乡塘区卫生学校图书馆17层平层,ZC_Repeat03,平层,866094058478088,2025-12-08 23:54:24,003300,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000578,131.04259,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN1-柳州市柳北区生态新区管委会西面电梯,ZC_Repeat03,电梯,866094058480241,2025-12-08 12:28:43,323222,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000240,133.82532,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN1-柳州市柳北区生态新区管委会一楼西,ZC_Repeat03,平层,866094058471646,2025-12-08 23:40:29,002230,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000239,133.8253,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN1-柳州市柳北区生态新区管委会一楼东,ZC_Repeat04,平层,866094058459971,2025-12-08 23:34:41,002200,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000238,133.8253,姚强,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN1-柳州市柳北区生态新区管委会一楼东,ZC_Repeat03,平层,866094058477775,2025-12-09 00:01:17,002200,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000238,133.8253,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,西安市（南区）航天陕西旅游集团建设有限公司(航天指挥部)（第二批）,ZC_Repeat04,平层,860374056939349,2025-12-08 12:44:57,000000,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000573,143.11478,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市邕宁区新江那蛇基地平层,ZC_Repeat04,平层,866094058454063,2025-12-08 12:49:48,000022,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000577,131.1307,谭鹏,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市邕宁区新江那蛇基地平层,ZC_Repeat03,平层,866094058477759,2025-12-08 12:29:35,333322,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000577,131.1307,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN1-柳州市文惠桥南桥头东侧半山KTV,ZC_Repeat03,平层,866094058465499,2025-12-08 23:41:18,003333,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000236,133.72324,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN2-柳州市三江程阳风景区停车场负一层2,ZC_Repeat03,平层,866094052819824,2025-12-08 23:59:02,003022,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000235,135.51588,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN2-柳州市三江程阳风景区停车场负一层1,ZC_Repeat03,平层,866094052827587,2025-12-08 23:58:34,003300,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000234,135.51588,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,2021-BN2-柳州市三江县中央国际13栋2号电梯,ZC_Repeat03,电梯,866094052787443,2025-07-10 12:07:37,323222,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000233,135.38255,,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN2-柳州市三江县中央国际13栋1号电梯,ZC_Repeat03,电梯,866094052787831,2025-12-08 23:38:57,020222,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000232,135.38416,,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市华地翡翠蓝湾世纪联华超市,ZC_Repeat04,平层,866094052449374,2025-12-08 23:34:46,000000,江苏Vendor C技术有限公司,AH-HF-T-ZC-000032,148.92749,高坤祥,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市华地翡翠蓝湾世纪联华超市,ZC_Repeat03,平层,866094052466931,2025-12-08 23:33:59,000000,江苏Vendor C技术有限公司,AH-HF-T-ZC-000032,148.92749,高坤祥,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,866094058478096,ZC_Repeat03,电梯,866094058478096,2024-11-03 17:30:17,323222,江苏Vendor C技术有限公司,866094058478096,133.91743,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,866094052795107,ZC_Repeat03,电梯,866094052795107,2024-11-03 19:31:27,323222,江苏Vendor C技术有限公司,866094052795107,133.91743,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市蜀山区华地学府公馆10栋非机动车停车场,ZC_Repeat03,平层,866094052622806,2025-12-08 23:34:11,002200,江苏Vendor C技术有限公司,AH-HF-T-ZC-000031,149.07195,高坤祥,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,西安市（南区）长安派恩电气办公楼地下车库（第二批）,ZC_Repeat04,平层,866094052432370,2025-05-22 12:44:12,333333,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000572,143.12613,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市蜀山区华地学府公馆10栋非机动车停车场,ZC_Repeat04,平层,860374057039743,2025-12-08 23:36:57,002200,江苏Vendor C技术有限公司,AH-HF-T-ZC-000031,149.07195,高坤祥,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市利港四季华庭补装,ZC_Repeat04,平层,866094058423381,2025-12-08 23:33:52,000000,江苏Vendor C技术有限公司,AH-HF-T-ZC-000033,149.1272,高坤祥,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,西安市（东区）新城金花大酒店B1F（第二批）,ZC_Repeat04,平层,860374056903634,2025-09-26 05:22:40,333333,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000571,143.25969,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,西安市（西区）莲湖西工大3号楼花开舞蹈中心-第二批,ZC_Repeat01,平层,868681049140724,2024-09-19 12:36:58,333233,盛世复兴技术(北京)有限公司,SX-XA-T-SSFX-000055,143.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN1-南宁市江南区公园大地B区电梯(87部)17栋1号电梯,ZC_Repeat03,电梯,866094058467883,2025-12-08 23:50:01,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000574,131.04259,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,866094058450343,ZC_Repeat04,平层,866094058450343,2023-07-07 13:32:03,332233,江苏Vendor C技术有限公司,866094058450343,133.8253,姚强,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN1-南宁市江南区公园大地B区电梯(87部)19栋1单元2号电梯,ZC_Repeat03,电梯,866094058467131,2025-12-08 23:49:37,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000573,131.04259,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,2021-BN1-南宁市江南区公园大地B区电梯(87部)19栋2单元2号电梯,ZC_Repeat03,电梯,866094058471554,2025-11-24 12:22:44,323222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000571,131.04259,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN1-南宁市江南区公园大地B区电梯(87部)19栋2单元1号电梯,ZC_Repeat03,电梯,866094051541510,2025-12-08 23:52:05,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000570,131.04259,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,汉中市,,汉中市漫悦酒店至尊门第店电梯2,ZC_Repeat02,电梯,861410049559171,2025-06-18 15:51:41,233222,盛世复兴技术(北京)有限公司,SX-HZ-T-SSFX-000019,140.07687,,01.30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,汉中市,,汉中市漫悦酒店至尊门第店电梯1,ZC_Repeat02,电梯,861410049507733,2025-12-08 23:36:37,200222,盛世复兴技术(北京)有限公司,SX-HZ-T-SSFX-000018,140.07687,,01.30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,西安市（南区）曲江翡翠国际地下车库东区西侧（第二批）东侧出入口42号楼下,ZC_Repeat01,平层,868681043914033,2024-11-12 16:50:38,333333,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000569,143.21317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市万科金色名郡物业二楼,ZC_Repeat04,平层,860374057082990,2022-11-21 03:18:43,333333,江苏Vendor C技术有限公司,AH-HF-T-ZC-000030,149.08481,高坤祥,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市万科金色名郡物业二楼,ZC_Repeat03,平层,866094052603913,2022-11-21 03:00:12,333333,江苏Vendor C技术有限公司,AH-HF-T-ZC-000030,149.08481,高坤祥,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN1-柳州市招商境界售楼部负一楼,ZC_Repeat03,平层,866094058479276,2025-12-08 23:54:06,003333,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000225,133.91743,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN2-柳州市三江县中央国际花园地下车库,ZC_Repeat03,平层,866094058477833,2025-12-08 23:55:17,003333,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000224,135.39832,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,（碑林局）南门外三意社--（第二批）,ZC_Repeat03,平层,866094052525082,2023-09-12 07:07:08,333322,三维通信股份有限公司,866094052525082,150.99008,,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,西安市（南区）曲江翡翠国际东区地下车库1（第二批）,ZC_Repeat01,平层,868681043944139,2025-12-08 23:35:31,000000,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000568,143.21216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,（碑林局）国税局一层办公区（甜水井税务局）--（第二批）,ZC_Repeat03,平层,866094052795313,2025-12-09 00:00:00,003022,三维通信股份有限公司,866094052795313,150.99008,,03.01.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN2-柳州市柳江区菜丁市场二楼平层2,ZC_Repeat03,平层,866094058457553,2025-12-08 23:59:24,003333,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000223,133.61188,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,2021-BN2-柳州市柳江区菜丁市场二楼平层1,ZC_Repeat04,平层,866094058459914,2023-12-25 09:50:34,333333,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000222,0.0,姚强,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,2021-BN2-柳州市柳江区菜丁市场二楼平层1,ZC_Repeat03,平层,866094052833221,2025-05-23 21:25:20,333333,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000222,133.61188,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN2-柳州市柳江区菜丁市场一楼平层2,ZC_Repeat03,平层,866094052819790,2025-12-08 23:59:22,003323,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000221,133.61188,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2021-BN2-柳州市柳江区菜丁市场一楼平层1,ZC_Repeat03,平层,866094052826571,2025-12-08 23:59:25,003323,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000220,133.61188,姚强,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,（未央局）第四医院住宅小区（电梯1）--（第二批）,ZC_Repeat03,电梯,866094052524697,2025-12-08 23:34:54,020222,三维通信股份有限公司,866094052524697,150.99008,,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市青秀区凤岭儿童公园办公区平层,ZC_Repeat03,平层,866094058471851,2025-12-08 23:42:20,002200,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000569,131.23198,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,六安市,,六安市金安区阳光巴黎春天21栋3单元电梯01,ZC_Repeat03,电梯,866094052615867,2025-12-08 23:50:41,020222,江苏Vendor C技术有限公司,AH-LA-T-ZCTX-000004,148.30156,,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市利港四季华庭补装,ZC_Repeat03,平层,866094052434186,2025-12-09 00:02:59,000000,江苏Vendor C技术有限公司,AH-HF-T-ZC-000033,149.1272,高坤祥,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,汉中市,,汉中市略阳县郙阁大酒店电梯02,ZC_Repeat02,电梯,861410049506917,2024-07-19 07:09:37,233222,盛世复兴技术(北京)有限公司,SX-HZ-T-SSFX-000017,139.48128,,01.30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,汉中市,,汉中市略阳县郙阁大酒店电梯01,ZC_Repeat02,电梯,861410049559106,2024-10-11 03:23:35,233222,盛世复兴技术(北京)有限公司,SX-HZ-T-SSFX-000016,139.48128,,01.30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,西安市（西区）长乐坡副食批发市场（第二批）,ZC_Repeat01,平层,868681049132317,2025-12-08 19:24:21,000000,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000566,150.99008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市长丰路充电站负二层,ZC_Repeat04,平层,860374056962994,2022-08-22 03:28:45,332333,江苏Vendor C技术有限公司,AH-HF-T-ZC-000029,149.15265,高坤祥,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市长丰路充电站负二层,ZC_Repeat03,平层,866094052622756,2022-08-22 03:42:15,332333,江苏Vendor C技术有限公司,AH-HF-T-ZC-000029,149.15265,高坤祥,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市长丰路充电站负一层,ZC_Repeat04,平层,860374056980863,2025-12-08 23:43:23,002000,江苏Vendor C技术有限公司,AH-HF-T-ZC-000028,149.15265,高坤祥,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市长丰路充电站负一层,ZC_Repeat03,平层,866094052552094,2025-12-09 00:02:36,002000,江苏Vendor C技术有限公司,AH-HF-T-ZC-000028,149.15265,高坤祥,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,（已丢失）西安市（南区）雁塔开米广场2F（第二批）,ZC_Repeat01,平层,868681043926805,2023-07-05 09:45:16,333333,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000565,143.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,六安市,,六安市金安丽景苑10号楼1单元1#电梯,ZC_Repeat03,电梯,866094052505688,2024-06-07 11:54:08,323222,江苏Vendor C技术有限公司,AH-LA-T-ZCTX-000003,148.28519,,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,六安市,,六安市金安区凯鸿城市广场1号楼1#梯,ZC_Repeat03,电梯,866094052466790,2024-10-21 04:13:58,323222,江苏Vendor C技术有限公司,AH-LA-T-ZCTX-000002,148.26384,胡世斌,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,六安市,,六安市金安区凯鸿城市广场1号楼2#梯,ZC_Repeat03,电梯,866094052622863,2023-08-21 19:15:58,323222,江苏Vendor C技术有限公司,AH-LA-T-ZCTX-000001,148.26384,胡世斌,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN1-南宁市西乡塘区春江海岸3号楼2号电梯,ZC_Repeat03,电梯,866094058465135,2025-12-08 23:04:20,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000568,130.66,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN1-南宁市西乡塘区春江海岸3号楼1号电梯,ZC_Repeat03,电梯,866094058479441,2025-12-09 00:00:43,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000567,130.66,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,2021-BN1-南宁市西乡塘区春江海岸2号楼电梯（NB信号不稳定）,ZC_Repeat03,电梯,866094058437415,2024-11-25 10:29:22,323222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000566,130.66,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN1-南宁市西乡塘区春江海岸1号楼1号电梯,ZC_Repeat03,电梯,866094058412160,2025-12-08 23:36:02,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000565,130.66,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN1-南宁市西乡塘区春江海岸1号楼2号电梯,ZC_Repeat03,电梯,866094058479508,2025-12-08 23:34:21,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000564,130.66,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市北大附属幼儿园地下室,ZC_Repeat04,平层,866094058468980,2022-08-25 18:32:58,332332,江苏Vendor C技术有限公司,AH-HF-T-ZC-000027,149.03223,高坤祥,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市武鸣区富鸣阳光城A区3栋2号电梯,ZC_Repeat03,电梯,866094058455524,2025-12-08 23:42:09,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000563,131.45778,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市武鸣区富鸣阳光城A区3栋1号电梯,ZC_Repeat03,电梯,866094058417532,2025-12-08 23:41:06,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000562,131.45778,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,2021-BN2-南宁市武鸣区富鸣阳光城A区8栋1单元电梯01,ZC_Repeat03,电梯,866094058465036,2025-06-16 11:13:17,323222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000558,131.45778,袁阳,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市武鸣区富鸣阳光城A区5栋2单元电梯01,ZC_Repeat03,电梯,866094058467305,2025-12-08 23:40:51,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000556,131.45778,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市武鸣区富鸣阳光城A区5栋1单元电梯02,ZC_Repeat03,电梯,866094058467545,2025-12-08 23:57:35,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000555,131.45778,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市武鸣区富鸣阳光城A区5栋1单元电梯01,ZC_Repeat03,电梯,866094058417417,2025-12-08 23:42:13,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000554,131.45778,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市武鸣区富鸣阳光城A区11栋电梯02,ZC_Repeat03,电梯,866094058467263,2025-12-08 23:42:51,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000553,131.45778,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市武鸣区富鸣阳光城A区11栋电梯01,ZC_Repeat03,电梯,866094058467487,2025-12-08 23:42:26,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000552,131.45778,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市武鸣区富鸣阳光城A区1栋1单元电梯02,ZC_Repeat03,电梯,868681049142332,2025-12-08 23:34:58,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000551,131.45778,谭鹏,03.01.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市武鸣区富鸣阳光城A区1栋1单元电梯01,ZC_Repeat03,电梯,866094058467495,2025-12-08 23:42:01,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000550,131.45778,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,2021-BN2-南宁市武鸣区富鸣阳光城A区1栋2单元电梯02,ZC_Repeat03,电梯,866094058467503,2024-12-15 09:16:35,323222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000549,131.45778,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市武鸣区富鸣阳光城A区10栋电梯02,ZC_Repeat03,电梯,866094058417524,2025-12-08 23:42:08,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000547,131.45778,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市武鸣区富鸣阳光城A区10栋电梯01,ZC_Repeat03,电梯,866094058417342,2025-12-08 23:42:53,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000546,131.45778,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,商洛市,,商洛市山阳县万福楼大酒店5F,ZC_Repeat04,平层,860374056973868,2025-12-08 21:15:28,000002,盛世复兴技术(北京)有限公司,SX-SL-T-SSFX-000015,143.3941,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,商洛市,,商洛市山阳县县委办公楼,ZC_Repeat04,平层,860374057090225,2025-12-08 23:49:23,000000,盛世复兴技术(北京)有限公司,SX-SL-T-SSFX-000014,143.41217,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,西安市（南区）赛格-中京坊19楼（第二批）,ZC_Repeat04,平层,868681049155805,2025-08-14 12:03:40,333333,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000564,143.22942,,04.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN1-南宁市西乡塘区秀友农贸市场住宅楼4楼401室平层,ZC_Repeat03,电梯,866094058418258,2025-12-08 12:40:05,323222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000545,131.14825,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,866094058456001,ZC_Repeat04,平层,866094058456001,2024-09-24 10:49:20,333333,江苏Vendor C技术有限公司,866094058456001,131.11337,谭鹏,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN1-南宁市兴宁区盛天小世界物业办公室平层,ZC_Repeat03,平层,866094052832744,2025-12-08 23:53:27,003322,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000536,131.26099,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,丢失,,2021-BN1-南宁市兴宁区今天很开心商铺平层（业主更换装修设备丢失）,ZC_Repeat03,平层,866094052771652,2024-07-23 11:39:36,333333,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000533,131.08447,谭鹏,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,商洛市,,商洛市丹凤县环保局新办公楼地下车库2,ZC_Repeat04,平层,860374056973082,2025-12-08 12:28:23,000002,盛世复兴技术(北京)有限公司,SX-SL-T-SSFX-000013,144.00595,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2021-BN2-南宁市横县电信大楼电梯,ZC_Repeat03,电梯,866094058466315,2025-12-08 23:54:59,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000532,131.94691,杜队长,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,西安市(南区)长安陕西开放大学综合楼西侧电梯(第二批),ZC_Repeat02,电梯,861410049557365,2025-12-08 12:44:10,200222,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000563,143.03621,,01.30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,西安市(南区)长安陕西开放大学综合楼西侧电梯1（第二批）,ZC_Repeat02,电梯,861410049557043,2025-12-08 23:34:50,200222,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000562,143.03621,,01.30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,汉中市,,汉中市漫悦酒店至尊门第店地下车库,ZC_Repeat04,平层,860374057061481,2025-12-08 23:52:00,000000,盛世复兴技术(北京)有限公司,SX-HZ-T-SSFX-000014,140.07553,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,西安市(南区)长安陕西开放大学综合楼东侧电梯2（第二批）,ZC_Repeat02,电梯,861410049560187,2025-12-08 23:50:02,200222,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000561,143.03621,,01.30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,西安市(南区)长安陕西开放大学综合楼东侧电梯1（第二批）,ZC_Repeat02,电梯,861410049560625,2025-12-08 23:51:25,200222,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000560,143.03621,,01.30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,商洛市,,商洛市丹凤县环保局新办公楼地下车库1,ZC_Repeat04,平层,860374056973090,2025-12-09 00:02:13,000002,盛世复兴技术(北京)有限公司,SX-SL-T-SSFX-000012,144.00595,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市祥瑞楼地下室负二楼,ZC_Repeat04,平层,860374056986597,2022-04-10 15:58:45,332333,江苏Vendor C技术有限公司,AH-HF-T-ZC-000026,149.14618,高坤祥,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市祥瑞楼地下室负二楼,ZC_Repeat03,平层,866094052434103,2022-04-10 15:52:08,332333,江苏Vendor C技术有限公司,AH-HF-T-ZC-000026,149.14618,高坤祥,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市祥瑞楼地下室负一楼,ZC_Repeat04,平层,860374056980582,2025-04-07 19:19:04,333333,江苏Vendor C技术有限公司,AH-HF-T-ZC-000025,149.14618,高坤祥,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合肥市,,合肥市祥瑞楼地下室负一楼,ZC_Repeat03,平层,866094052552623,2025-04-07 19:30:37,333333,江苏Vendor C技术有限公司,AH-HF-T-ZC-000025,149.14618,高坤祥,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
